,sigma_Cl,sigma_H,sigma_N,sigma_O,epsilon_Cl,epsilon_H,epsilon_N,epsilon_O
24592,0.489341299035713,0.930071930041617,0.0992689790696664,0.746871141607745,0.66800827858482,0.00375556397681794,0.682114877946361,0.359916806212823
19887,0.365539650266383,0.958825926891596,0.384172596645001,0.747934670008145,0.449811760958489,0.0717054428365204,0.0564894687244417,0.336137694375206
12122,0.0734541618174527,0.884168222795231,0.190554818210116,0.812902311145277,0.830206693707295,0.249061196738767,0.419279021325913,0.282802885347727
9038,0.0757198145018802,0.856350714401778,0.00898451909544673,0.836493061077796,0.19913275678306,0.303025395044513,0.399322032893957,0.545696837953804
433,0.00624768402253516,0.885817114197294,0.322393781600747,0.747660880894303,0.532166349631246,0.980805034985295,0.192051267732337,0.334398822817606
1304,0.394242604309653,0.823308935338858,0.603201225593969,0.547489544416046,0.786780687434427,0.698997743685067,0.527749502894102,0.350753908541206
20198,0.665913816402111,0.961608156017567,0.209538627064277,0.6888816474105,0.186066083145718,0.266392508106775,0.942806785902891,0.167499669252793
1826,0.6840281486743,0.901867158360524,0.417437312577531,0.469795266072347,0.0446420933928534,0.229258092539558,0.776806826588849,0.903072717082087
19818,0.650766170288343,0.97922671049674,0.853897794263026,0.387358141541225,0.0737672958409764,0.313908644428716,0.0382257723847234,0.953312078308069
24791,0.360219225814678,0.972365966970948,0.116660219105374,0.732247899186779,0.607458028224269,0.659066377783188,0.665785531817556,0.218048880027202
3744,0.703835163306134,0.969868987553921,0.724101989673078,0.392163779880517,0.516160093422813,0.295534929019828,0.297068905914459,0.603683988151888
21930,0.0339090632291086,0.725011231243004,0.142446256834723,0.725395855313484,0.128223306996501,0.262771275593758,0.739580283016971,0.892165107331304
16868,0.390578661181174,0.873343206802167,0.266756844631612,0.76792316287416,0.764959229098137,0.250443462305805,0.0848807997821807,0.246886181073262
17737,0.00321532762474876,0.924983920742285,0.14095495863481,0.866344297760427,0.000723757393607582,0.986926810828266,0.0895877816735699,0.322125781979929
18751,0.50126838826209,0.793321026191417,0.725862242910407,0.633704461571449,0.614010692926748,0.615250219076391,0.174929985091376,0.167573658890956
66,0.0475506529150076,0.971139164494846,0.551116080224228,0.707735360241359,0.999926509148462,0.869840412396471,0.542033489620298,0.0258383449850942
10082,0.265486854381898,0.87167077690592,0.322072618551657,0.641162582166654,0.68317682810397,0.0179744538732175,0.498047217190284,0.707720453944101
8628,0.0257614041284187,0.661001783839633,0.0328063007303447,0.835603170086275,0.77910673039425,0.631527264574102,0.878381059005376,0.740107991178181
25089,0.909101224864271,0.95703137539458,0.317753730478397,0.51499822970714,0.0256291638580858,0.307269410127427,0.689058751515022,0.530753199182962
3963,0.277534155220931,0.909969249912828,0.211170957217428,0.718909862202933,0.0145117921853043,0.997899300292751,0.142202750794939,0.492371130229338
5659,0.237289785578891,0.705333436493553,0.30418585683166,0.82170799177586,0.273693769785643,0.982606310271049,0.841336390215215,0.0466681330345466
2618,0.552350382087002,0.962213871299501,0.276686307785933,0.612333197503561,0.008143421279203,0.390983863698018,0.408772901821722,0.894556261091716
464,0.464066016817261,0.930119640045637,0.30151723192212,0.618934772054692,0.696227506342939,0.979153140898974,0.961210297293557,0.608866963243802
3774,0.134276325738764,0.617827991682546,0.110759359090833,0.725967422794177,0.978072148936705,0.299947512277493,0.892558598873378,0.92226265266777
15030,0.550691773954677,0.767239198977808,0.425861256823722,0.561161559858094,0.896673432204199,0.872849487080032,0.61157393064666,0.845748040876045
1473,0.343571750854438,0.947781989777395,0.368326514551745,0.556482145211135,0.356894133368951,0.8031854376359,0.965545246401942,0.511330269665614
5040,0.237040855078811,0.995827805242295,0.527477932940496,0.58745074655461,0.924046613841916,0.584944513580701,0.102909744487318,0.589066940771209
67,0.0158302106566645,0.84102986218223,0.426662682748029,0.625375888509718,0.708467995425829,0.708007154016289,0.36457271344235,0.975992572987092
725,0.460893219272588,0.678238215425342,0.481411889801444,0.576868055647927,0.809670204953584,0.685318356196961,0.9530204434757,0.344802109914354
23692,0.475753739392365,0.748911838045449,0.507406578325044,0.643137252098166,0.0926653955087484,0.631738804055741,0.000197409996248351,0.800922365384961
26303,0.858424240860871,0.985968612873912,0.574704532734283,0.579807418714903,0.174828931445398,0.28283763016562,0.241761736211829,0.162695254562432
9854,0.0588135858592518,0.963945503261742,0.592605391481966,0.700468629319642,0.54375714805881,0.882304604868072,0.269785146230891,0.101920345680172
13566,0.258885944856311,0.939394386628523,0.253852557381763,0.697961572269764,0.402100843616347,0.119452409839806,0.121219952723868,0.679526505538087
6714,0.187233225555648,0.700261739609727,0.428473809081969,0.682509321952048,0.00128255206804361,0.714107548382897,0.0842879693680985,0.73942419629433
19423,0.341017009724043,0.749628531198765,0.415414610875749,0.801425318426307,0.310633828123576,0.540756371713162,0.215899373417294,0.195145765129806
40938,0.691390958690912,0.979961942238112,0.458667242765266,0.704652179332988,0.638304009659225,0.0632134078481383,0.280126572410616,0.112743073758724
14351,0.255186733036632,0.924832667078665,0.001654392985889,0.759770736961883,0.492140804320505,0.847167805151422,0.884064345440889,0.333544761946559
10205,0.284081297522593,0.920721647696457,0.470686694860296,0.562816933865262,0.393121228983617,0.0449747875339563,0.394467608633754,0.834457610069586
16623,0.00129325145580737,0.976409755063641,0.0916550732458863,0.693694121293415,0.72108053727366,0.12444752931557,0.46647267749517,0.981982944378771
2134,0.0376385055156459,0.850378010350639,0.451445867563042,0.649630814920336,0.99207090495887,0.571700989835384,0.996085042804498,0.386645814164564
5772,0.413706093596176,0.977956511548776,0.460834434779753,0.523799297532222,0.0298422829122054,0.0272915193884732,0.287489786652239,0.995673465985883
8301,0.842741356785078,0.842914622048591,0.748216367011716,0.367162340570595,0.0917147336737455,0.455011404855624,0.256699453139363,0.87360223543325
2280,0.803901866449152,0.834877476595836,0.674384212361481,0.451434041846219,0.0672676655601779,0.7785035843029,0.416225777135272,0.423219580435596
14924,0.155767317714591,0.868900534514732,0.87751187503947,0.483147187718467,0.0534635278675143,0.724405397327868,0.0537706592999573,0.72152885534346
8076,0.125485917254594,0.810722019615252,0.42880168987491,0.691205476686957,0.718270755107961,0.899466686209625,0.834141003608699,0.185064631200265
47888,0.565552565334142,0.921155062167597,0.982280965716487,0.273106844503091,0.763516352994984,0.946489535897791,0.215031435787733,0.212558147978128
22985,0.498180681328753,0.953757254553143,0.190661623903446,0.628980895264407,0.00619427449799675,0.0322985629372055,0.602385630833963,0.761930323924526
9438,0.221842650654107,0.956029473785082,0.730008368790275,0.417227848085588,0.337847794277503,0.397647738295855,0.243597595042436,0.828718247141231
35046,0.580818034791108,0.754073438626207,0.433998079756151,0.615892704142649,0.834948733883534,0.521414329872942,0.359320465403837,0.838998056005811
18367,0.90685235119908,0.812333758879685,0.191452799342611,0.641615002078456,0.0482821693812284,0.378973471536399,0.333531713377153,0.776625875809151
5829,0.230548524212878,0.997992332935107,0.434840078410817,0.666022524324063,0.820845587916461,0.644047314480044,0.539293797947334,0.174390696998098
250,0.687105807541981,0.851992770331359,0.654616873814317,0.408629254631189,0.842862655321477,0.0376942542775861,0.298668201871041,0.8948619761071
10295,0.172303515056972,0.730584649410126,0.526509955195377,0.560550002116601,0.727425759349925,0.624506090538989,0.650672263087729,0.954803670156696
43182,0.454741004945072,0.98775621712686,0.128693388138327,0.791990304680157,0.294570923602955,0.144552169495618,0.427766025112339,0.136840099343985
16927,0.867948623616723,0.575348423008017,0.320659594643045,0.615545096473408,0.0173162690718403,0.650146692001818,0.499722014172779,0.674214301265965
12052,0.297983786056079,0.853298536844545,0.669136747296468,0.499719520112982,0.421792598640747,0.967358611397509,0.423020505258821,0.59707664597672
4517,0.440444018179943,0.984383872834912,0.430088997199396,0.582836315152661,0.508737814922358,0.144585171422432,0.866037087016935,0.465947658107277
11442,0.328618025867661,0.869295522021712,0.0356460675023205,0.819223329954408,0.55116074103627,0.320347791629691,0.522413574512171,0.1987035811691
10144,0.164331250557034,0.701746965682466,0.49578880190478,0.679803422926909,0.241862966389914,0.714609310050991,0.786885771293767,0.251989839314682
19707,0.443891297130113,0.740082415014744,0.245729298054892,0.766053819923756,0.844064421260352,0.354599963755258,0.731606531631222,0.380371141079732
13783,0.373864581559577,0.858587225669647,0.759075149496733,0.479333148417518,0.0783120159681809,0.816294974045885,0.616221145725211,0.168247333537911
13502,0.356644927609868,0.651831071266044,0.242225624151926,0.710306178884658,0.552692221802765,0.38106605298485,0.584857355628643,0.913156544118229
11813,0.447176143088561,0.73553443034181,0.59032873450774,0.636775605917398,0.306291965089213,0.960575214699082,0.335908447103127,0.322214949164727
21473,0.720644089444957,0.785813778008343,0.654811740613025,0.4919988692223,0.830893987796071,0.503054853209586,0.0678458189136311,0.797050480701052
5850,0.257553007258855,0.867283763758586,0.0323970901140545,0.701716307502896,0.0810443496316164,0.325458126058982,0.945958548201672,0.810039385310866
17828,0.666958104564614,0.880544777045309,0.583597720865923,0.564145150543304,0.351395921249742,0.24622887133486,0.0936706936800741,0.476337361895572
10398,0.349134747226369,0.902855354321349,0.575564940373004,0.509341250034838,0.329050049891909,0.203130986673279,0.548497008887468,0.693967851972611
3909,0.0110801879608209,0.907112651492456,0.00984453393487019,0.758218774573903,0.636536865084977,0.154359685496275,0.199445322526764,0.735824369778975
18055,0.127557947752053,0.786382104830919,0.682741820808714,0.500600059607946,0.297546328055884,0.393580552654932,0.387476682325783,0.519817296000633
24094,0.4815686545157,0.948466814231807,0.210290640692568,0.647124690117083,0.521366566537236,0.580581931506258,0.176369909521823,0.839208447829987
1456,0.934895995017439,0.992619931762769,0.752519935821124,0.173324239872215,0.995010724968314,0.373633641607026,0.998016223994159,0.57266892735585
21227,0.712435140529314,0.998921115021956,0.815375095834194,0.322261155277328,0.81835265738362,0.334702119435578,0.0869948285313023,0.888095660886345
6510,0.0641773547200048,0.879907750711102,0.480603073800104,0.570677963375147,0.0860244759396244,0.919518449647523,0.26232599967547,0.814256111896275
41905,0.425734216769042,0.784275378599672,0.389360984634382,0.671108167747306,0.92909481344234,0.276807100239132,0.0809926544950426,0.549891323660595
21183,0.628973729049856,0.952668899303522,0.818514459446095,0.198134083603538,0.518743517491777,0.973824644961465,0.67394009845002,0.618472018200702
596,0.186826101592048,0.978402610006003,0.139711461153795,0.6812640407511,0.731835130516408,0.757376227832784,0.885127888722615,0.557231447132852
20786,0.754684359089164,0.636388711831242,0.177517383921367,0.659400253195117,0.269468346643049,0.722613526309911,0.653748055325438,0.89601883521448
15059,0.256146183695697,0.606168094798761,0.327129984143226,0.747122621376245,0.584868159537923,0.504488146486697,0.962492490618277,0.444244975969838
31447,0.27745221554969,0.985519158176751,0.285559851008177,0.670677662004699,0.876813484670282,0.128319779980265,0.889923417908059,0.355374616735797
22496,0.222531113682633,0.61379882732708,0.421117966801001,0.647228829823508,0.733727695358209,0.26221796644294,0.795006166856514,0.950690018524261
446,0.199627288840749,0.962244018250481,0.34930247213384,0.646201099094743,0.298389585430908,0.983036791565224,0.0604700963865041,0.692583329178339
33385,0.641892012371142,0.699511251354226,0.461605983971874,0.614381144931547,0.941191186204446,0.375090424466873,0.646860752802691,0.389673838879515
22098,0.992513835636528,0.963160525006529,0.840875818906372,0.168837871751499,0.587315926961306,0.215194385789732,0.198059254349973,0.949330980373031
38035,0.713891375153709,0.895787348508485,0.101627572557583,0.647230588037586,0.232651942516196,0.402021011514631,0.656457247037724,0.609745256886144
6480,0.119518189974521,0.756427892280667,0.489454039889697,0.742250951174727,0.455062445313027,0.759725790550964,0.112659188687027,0.241708945261704
16356,0.341054060860278,0.787771224291503,0.656932092700818,0.476991218152732,0.0833990314780303,0.476966056227216,0.633560212574038,0.38214489103351
41330,0.766545264736843,0.779951712242403,0.478758672707858,0.574012099314167,0.627961068654989,0.48163290004406,0.876053163478526,0.291838521252146
37134,0.733975450064682,0.98537886544955,0.430590325424047,0.576497741243779,0.21781173839645,0.0193096653525032,0.747749184991585,0.215508865817981
6841,0.671247991824117,0.637556786109904,0.329348000193102,0.575433286502659,0.906569902365884,0.473499334491854,0.600064191447518,0.736945686320345
8330,0.21905226079603,0.963788840619813,0.687983821934361,0.527359346725659,0.438742634671026,0.858241337451265,0.920467566316551,0.0572212688159348
22157,0.245121461124904,0.892538974451231,0.655259243368908,0.586312336534553,0.492724857149414,0.467711754268984,0.332036794249168,0.187953287871374
5779,0.884123449060019,0.745040088727279,0.795268911367137,0.366949826981644,0.237452435490695,0.89079132182727,0.245955602478019,0.925511841096289
12381,0.130983459788788,0.665002338665006,0.0203044989131098,0.871827280775336,0.107652109678197,0.457294448994514,0.849003644023717,0.493524599108061
8350,0.793350320923593,0.901379221847239,0.696524064539714,0.433179420215133,0.194431782086105,0.445373191304755,0.223294497790601,0.412210780570917
18100,0.5607550285185,0.873682026148004,0.447137301473879,0.507800510563033,0.842210146355119,0.949351351569041,0.855716693110378,0.429017110980317
32541,0.939644274735847,0.947691944865491,0.839248069679216,0.249896474894063,0.475034130362135,0.584628632395621,0.232445994974327,0.843444533204792
27906,0.413502241244604,0.688492153092946,0.451924609233412,0.61151495415409,0.426965515463786,0.444655326805838,0.823225979335512,0.756712438379129
16926,0.223301917859818,0.693394678755882,0.036952557363749,0.894400391535089,0.552462799701066,0.706165592948511,0.536368201078455,0.239829118806734
19910,0.428956623685942,0.788491716955318,0.151909912689424,0.796931641406202,0.451835313973022,0.402186684182514,0.402765930932281,0.336142909865449
34037,0.345299552705615,0.98768458706356,0.296617889764235,0.712839510308549,0.377299917282474,0.605142311002926,0.0193710975540373,0.329234145025523
45213,0.607833590961061,0.736828276674532,0.565784369140683,0.58517202983621,0.352717955175649,0.648044487389676,0.423962170244002,0.414684962416001
28828,0.620849708642515,0.944794367128808,0.152599848820438,0.54650947613839,0.435038832028641,0.853247001170012,0.631764703896418,0.910702386850686
6874,0.729305470961183,0.899173326239884,0.501506821085798,0.454262922228719,0.779026354817794,0.840850733350745,0.421351889642715,0.736445822783582
1842,0.0446170563064827,0.882500680831618,0.152310181086414,0.789376458110758,0.530181371903161,0.968411769584348,0.915236840364657,0.179121596802001
7096,0.116573210331727,0.805142388850986,0.239522964426621,0.838795821087968,0.657662680772585,0.208464699062623,0.0321018077436662,0.456766487347494
32520,0.789045222701979,0.937933720090767,0.49433249017013,0.428278329200985,0.0831156981617092,0.0329746883975445,0.49290334858837,0.807928430273089
29354,0.614055377012749,0.850467869844965,0.49431328372937,0.738777473587754,0.748498994344354,0.397439245359172,0.204132261792081,0.10530802187791
1391,0.501537166073634,0.947446499617119,0.706717698601763,0.488713495585475,0.682642617332208,0.676100382158921,0.033058262628417,0.606042258087019
28923,0.212770778255283,0.772641476128124,0.0332937492138504,0.769917432786807,0.870157444054651,0.146477490220052,0.811729806064051,0.533653052589157
30215,0.433226129688975,0.685485659777363,0.186984333124766,0.710187143095609,0.586939993807927,0.838516512273588,0.850251639149567,0.565527006769171
31361,0.0886641916831364,0.613221137666358,0.19944668500623,0.777283819495484,0.310035006036894,0.625849629039949,0.529590748131963,0.99832745998505
38074,0.514821468735618,0.780607652733894,0.717907413694326,0.565690825991223,0.0879761202426752,0.744109194510548,0.314411610772689,0.289068067367654
42183,0.932291272881335,0.756332371846458,0.613637885131589,0.315272359771909,0.87393625145039,0.270379368420072,0.702876959742253,0.985473595740213
14615,0.457766735906208,0.66873850323875,0.667548031449295,0.533899379228024,0.127954974138549,0.68378664644872,0.243029777025042,0.976733402743789
43695,0.96397362785173,0.94527389629933,0.69777090587739,0.347530415757221,0.136180624723617,0.985353305605231,0.311665089617721,0.404410661074088
23308,0.820167814780821,0.875813813336134,0.747886317882913,0.289605253280739,0.502037846668177,0.590426808266249,0.605765647464641,0.971099166206697
10996,0.501224090019729,0.976714940954677,0.469555867922509,0.69051274415583,0.325635938298882,0.930788043250656,0.578506851245303,0.0299269709281031
12506,0.901548826137982,0.931869720467279,0.84771021193207,0.164640969393128,0.334951443515849,0.909701507462771,0.571012267436649,0.74933751903208
29297,0.240346193878574,0.744930395335502,0.553680789476977,0.55383801366193,0.27432749142567,0.583714294371967,0.95728975502157,0.430940916351144
8072,0.159670331472906,0.723574652155125,0.366088932317761,0.653586775037285,0.970967816554319,0.805466411150503,0.718393850291873,0.803547040535564
25207,0.183547419784139,0.731516123078144,0.267600697848185,0.743833179075565,0.986306941402672,0.23121302153425,0.140723184995599,0.771403532215274
41358,0.902697824225847,0.982581545516755,0.559485834662851,0.433641363403706,0.416310851342363,0.252854452039285,0.783271777250187,0.159050485919856
32927,0.575302985765833,0.952204501735281,0.0171149077443371,0.707372063485483,0.146466381647693,0.556219444247784,0.774735618673742,0.42139250895845
13002,0.929395481532975,0.895073573536344,0.683278564124271,0.220364332171016,0.884650740802235,0.527251706595844,0.668925476218235,0.819405985179792
10867,0.359442988991392,0.813440521920216,0.336996512842085,0.584539659527383,0.792630145896667,0.987712534755177,0.853938323431824,0.925679021533896
8651,0.625752936396437,0.869852324243702,0.61178107931456,0.378036996533226,0.390156083420882,0.560733416491204,0.933303457184726,0.483733047575094
21598,0.336314740969769,0.713966690140346,0.256663848579036,0.755898767843802,0.6209616258684,0.485552901839002,0.302540634567691,0.577895356441687
18730,0.173275633077712,0.976488286574193,0.320997856987964,0.604817957013163,0.555299412230602,0.0873689540478202,0.228736277095846,0.948851600433823
18129,0.215238045776563,0.842990068707868,0.218149142377209,0.653509201107106,0.91140418273787,0.658185955525128,0.136697408290176,0.97333781205171
48249,0.900807421774603,0.847061660968923,0.571024044173912,0.472913347552957,0.0373557079706333,0.503160861343023,0.329332564679718,0.553069513811986
3534,0.354040497700747,0.988581802082606,0.310943706874106,0.602885083571709,0.509842050393567,0.641093127488073,0.867939807562495,0.784248520475396
21574,0.325666810825919,0.82386586066967,0.106575774901106,0.63441019438037,0.901926894000153,0.856531200333735,0.586556546187488,0.88872263177736
51708,0.60980297880326,0.785653242510303,0.398888163885559,0.600922657775726,0.939434853485131,0.132738592139657,0.682414822717168,0.681385016852168
18172,0.913203043779761,0.963363417964731,0.621362044852231,0.33650582921664,0.0262677701466134,0.206148557287883,0.30391638624042,0.723191124902549
3545,0.130884016222709,0.911260659638891,0.310335410206171,0.637965633258702,0.982166051442389,0.547976580173778,0.430816035871459,0.760391384742489
497,0.00134347891728293,0.804806609535971,0.200545696587855,0.82166483198463,0.7343078905529,0.937710538152851,0.458574533429112,0.243946034355385
2563,0.0410965786295626,0.89956589430708,0.0953413650197053,0.766740195892337,0.0200412937589168,0.882949463464125,0.0454206379076632,0.753904209277812
4373,0.118957248623294,0.923633555200682,0.546051008787591,0.694312040736669,0.558943068627106,0.610836434441424,0.565082593296591,0.0397475021907472
3557,0.0821960648692768,0.862422354771823,0.00040169274147304,0.710261152276721,0.268099959376053,0.585341942004904,0.866850109267636,0.873784514088394
6448,0.579016957381039,0.930283042747613,0.370543940359894,0.585739873926363,0.515734002729852,0.983096593299384,0.120945942450705,0.64613196866094
34109,0.269812244998413,0.719004787446224,0.281979767331744,0.775805422164193,0.000422748499909889,0.822493612409737,0.594372223658469,0.226148079025082
10529,0.00255169661390956,0.984887644330421,0.0172923267774018,0.815108847735891,0.911266186129809,0.116115626055677,0.600976312517946,0.43640369645949
31269,0.823728160400092,0.625265643316784,0.585376897545713,0.493054474127816,0.614750379887551,0.708073681426433,0.385523941144022,0.772101429588004
161,0.100800179853444,0.886776763269413,0.329272882135642,0.792107893894518,0.0184481009462795,0.797595901375471,0.0965501627372417,0.177604256580178
4602,0.0427768746631889,0.935157633823293,0.178517361242288,0.712325199220124,0.987677604089038,0.0172160478769048,0.807310745015357,0.605585247560455
48683,0.475618734542158,0.987159656729105,0.0741331720351808,0.616366652549387,0.193340157791167,0.853614109684877,0.980482022604061,0.510963552339277
3119,0.898401779979788,0.986858602260773,0.714459868641414,0.286537878055039,0.404166357366931,0.49707831161438,0.707713503821713,0.446701033882537
5819,0.837623941198952,0.964905931091743,0.625487328489276,0.520208162621212,0.177848999232272,0.815334795503652,0.321605099508856,0.131869796417288
22896,0.414577016522062,0.898032849609882,0.938152544524867,0.528918070508737,0.262481741563079,0.790617291834788,0.0152208648558263,0.027862956796667
45720,0.796517354739043,0.935105006844914,0.560643594594378,0.533217112686796,0.717110666622496,0.0540713792479123,0.33238303225034,0.424226215528212
53467,0.762517448036702,0.793806070637882,0.0671939268959582,0.7576510234762,0.118840574114922,0.419525463208955,0.445765039155318,0.403857958083723
18944,0.497754653355544,0.866724073779699,0.517905646883461,0.594220259160931,0.451059520673208,0.520408340482814,0.18245298228382,0.665104118684991
17364,0.421646505452372,0.975567089939647,0.386869609841848,0.720971829199053,0.0521446772585071,0.739020152845307,0.831488826757706,0.0634846325358742
13412,0.00815860044568003,0.932431364933643,0.089930757568904,0.90576493792304,0.195633802888455,0.888598034182239,0.970379866348905,0.0763807698656065
39356,0.966126391229759,0.862829909218959,0.706629918436543,0.0959871331583026,0.960358914743019,0.736133851624959,0.995762803918787,0.901162888439053
4047,0.0113076620525411,0.714632310806215,0.381308514336801,0.722492200419371,0.534738886808568,0.946228383923373,0.0958466771631628,0.843754097142437
50055,0.700515124595668,0.759320584737687,0.67192503887039,0.533093791849753,0.105026209585947,0.687264480877714,0.16278283477708,0.559815892690306
9928,0.710767211932937,0.577526542890318,0.441937251992526,0.590579805926824,0.359700389740732,0.904964609046305,0.625378474262443,0.960743438630161
23028,0.677227472277146,0.938484510225603,0.671006449927093,0.33885568474301,0.204115128043327,0.745972676514981,0.851676815335932,0.278754682521567
1554,0.020711682856475,0.902174175855223,0.335214041313496,0.677998440668263,0.135780466678662,0.545952928349501,0.0788765820673282,0.778862932439366
42257,0.0723273367826313,0.669073086577074,0.209786414160525,0.820820212090822,0.839693166025743,0.623573134373092,0.206637072031787,0.86179725301588
7170,0.449603027138041,0.914381369037515,0.0522383182172501,0.603543251848494,0.612097439077635,0.516992304781048,0.712669449670419,0.780870198358011
14688,0.488854120745974,0.847857249725263,0.417155498894353,0.56418983901679,0.911535202289537,0.509874255429127,0.989728625888417,0.543115198062558
12492,0.0488222270099851,0.762683953126523,0.615463574294854,0.508177804216168,0.144895630261255,0.488825129865328,0.300923280932169,0.910662750051751
520,0.107090865416051,0.872433633093395,0.366907929975309,0.617249073022132,0.617784107820736,0.852828460466733,0.81483388647692,0.772595705129174
17925,0.0410040074737323,0.708038402606428,0.465503002239838,0.80339015402262,0.608029003151842,0.568631828854117,0.650377489450341,0.164854790900124
11645,0.40188816480072,0.901052824326413,0.91135820040954,0.436279504718635,0.584350462316141,0.799023701649341,0.241451395057505,0.241430615386512
